nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,vegetarien_friendly,reservation_recommandee
Au Barbe,"104 Rue de Rennes, 75009 Paris",5009,48.879047,2.333698,Indien,Sud-Indien,50+,Haut de gamme,4.9,503,Familial,0171811848,True,False
L' Bistrot Le Roux,"40 Rue de Rivoli, 75006 Paris",5006,48.898129,2.389443,Végétarien,Végétarien,20-30,Moyenne gamme,4.2,45,Traditionnel,0138224265,True,True
Au Entrée,"89 Avenue Victor Hugo, 75004 Paris",5004,48.82548,2.379834,Libanais,Mezze,10-20,Bon marché,4.5,213,"Business, Traditionnel, Familial",0137169451,True,False
Aux Vieux,"62 Rue Saint-Antoine, 75003 Paris",5003,48.860046,2.345396,Fusion,Asian Fusion,20-30,Moyenne gamme,4.2,13,"Modern, Romantique, Décontracté",0160297470,True,False
Chez Accorder,"43 Rue Saint-Honoré, 75006 Paris",5006,48.844069,2.359231,Français,Bistrot,10-20,Bon marché,3.9,199,"Modern, Business, Familial",0103691552,False,False
Aux Auger,"55 Rue des Martyrs, 75005 Paris",5005,48.866462,2.34025,Méditerranéen,Espagnol,10-20,Bon marché,4.4,27,Familial,0141719718,True,False
L' Lévêque,"69 Rue de la Paix, 75010 Paris",5010,48.847942,2.365916,Végétarien,Vegan,10-20,Bon marché,4.6,47,"Cosy, Romantique, Branché",0112297875,True,False
L' Delattre,"106 Rue Oberkampf, 75014 Paris",5014,48.834967,2.384827,Français,Gastronomique,20-30,Moyenne gamme,4.1,47,"Convivial, Cosy",0194284955,False,False
Maison Cuisine Becker,"42 Avenue de l'Opéra, 75017 Paris",5017,48.832066,2.336403,Végétarien,Vegan,50+,Haut de gamme,4.8,226,"Décontracté, Traditionnel, Modern",0126096647,False,True
Le Service,"15 Avenue des Champs-Élysées, 75010 Paris",5010,48.867043,2.30669,Indien,Sud-Indien,50+,Haut de gamme,4.5,294,"Décontracté, Cosy, Traditionnel",0153011325,True,True
Maison Problème,"41 Avenue Victor Hugo, 75001 Paris",5001,48.840829,2.37168,Chinois,Cantonais,20-30,Moyenne gamme,3.8,272,Cosy,0174229211,False,True
Maison Honte,"41 Avenue Victor Hugo, 75007 Paris",5007,48.815364,2.342784,Japonais,Ramen,20-30,Moyenne gamme,4.5,992,"Élégant, Décontracté",0139833214,True,False
Aux Cher,"89 Rue des Martyrs, 75001 Paris",5001,48.858589,2.36179,Libanais,Mezze,20-30,Moyenne gamme,3.6,150,"Branché, Business, Élégant",0177272690,True,True
Le Moitié,"72 Rue de Passy, 75019 Paris",5019,48.868952,2.357917,Français,Traditionnel,50+,Haut de gamme,4.4,77,"Familial, Cosy",0142719996,True,False
Les Avouer,"27 Rue du Faubourg Saint-Honoré, 75015 Paris",5015,48.845016,2.378041,Fusion,Modern Fusion,20-30,Moyenne gamme,4.5,618,"Romantique, Familial",0198854350,True,False
Au Blanchet,"61 Boulevard Saint-Germain, 75008 Paris",5008,48.873625,2.339797,Chinois,Cantonais,10-20,Bon marché,4.1,85,"Familial, Romantique, Décontracté",0189858418,True,False
Le Renaud,"14 Boulevard Haussmann, 75015 Paris",5015,48.905407,2.367947,Végétarien,Vegan,30-50,Moyenne gamme +,4.1,1000,"Cosy, Romantique",0159380672,False,False
Aux Oeuvre,"21 Avenue des Champs-Élysées, 75006 Paris",5006,48.814517,2.330959,Indien,Nord-Indien,10-20,Bon marché,4.7,13,"Familial, Traditionnel, Élégant",0134588189,False,False
Les Mendès,"114 Rue Saint-Antoine, 75005 Paris",5005,48.887978,2.371184,Japonais,Ramen,20-30,Moyenne gamme,4.0,1060,"Élégant, Familial",0100386427,False,True
Les Table Merle,"141 Boulevard Voltaire, 75005 Paris",5005,48.879582,2.305351,Méditerranéen,Grec,20-30,Moyenne gamme,4.6,23,Décontracté,0149293624,True,False
Le Bertrand,"107 Boulevard Voltaire, 75015 Paris",5015,48.886325,2.367911,Français,Bistrot,10-20,Bon marché,4.4,675,Élégant,0172570901,False,False
La Moreno,"136 Rue du Faubourg Saint-Honoré, 75009 Paris",5009,48.849209,2.354948,Italien,Pizza,30-50,Moyenne gamme +,4.5,235,Branché,0133947605,True,False
Maison Saveurs Hervé,"45 Rue de Passy, 75012 Paris",5012,48.816995,2.31826,Thaïlandais,Street food,20-30,Moyenne gamme,3.5,1497,Traditionnel,0165762992,True,True
Au Entretenir,"146 Boulevard Haussmann, 75001 Paris",5001,48.834884,2.358741,Italien,Pizza,20-30,Moyenne gamme,3.7,32,"Romantique, Branché, Business",0131982603,False,False
La Laine,"30 Rue Saint-Antoine, 75018 Paris",5018,48.905936,2.381689,Fusion,Asian Fusion,50+,Haut de gamme,4.8,176,Cosy,0175342747,False,True
L' Curieux,"137 Rue de Belleville, 75013 Paris",5013,48.807672,2.347212,Végétarien,Végétarien,30-50,Moyenne gamme +,4.3,1055,"Traditionnel, Branché, Décontracté",0187979344,True,False
Au Centre,"140 Avenue Victor Hugo, 75015 Paris",5015,48.854311,2.310624,Libanais,Grillades,10-20,Bon marché,3.7,232,"Décontracté, Romantique, Convivial",0199917014,True,False
Le Cuisine Maurice,"140 Avenue Victor Hugo, 75018 Paris",5018,48.883454,2.396598,Méditerranéen,Grec,10-20,Bon marché,4.6,307,Élégant,0171760856,True,False
L' Souffrir,"7 Boulevard Voltaire, 75014 Paris",5014,48.86425,2.355045,Méditerranéen,Grec,10-20,Bon marché,4.5,366,"Traditionnel, Business, Convivial",0170371274,True,False
Au Marie,"2 Place Vendôme, 75002 Paris",5002,48.861321,2.336956,Méditerranéen,Mezze,30-50,Moyenne gamme +,4.8,191,Familial,0125306120,False,True
Chez Noire,"32 Avenue Montaigne, 75014 Paris",5014,48.893302,2.343201,Japonais,Izakaya,50+,Haut de gamme,4.2,214,Modern,0197147073,True,False
Le Nu,"67 Rue de Belleville, 75008 Paris",5008,48.807786,2.389252,Fusion,Asian Fusion,30-50,Moyenne gamme +,4.3,273,Familial,0119183442,False,False
Maison Paris,"35 Rue de Passy, 75007 Paris",5007,48.827495,2.30448,Fusion,Modern Fusion,30-50,Moyenne gamme +,4.4,704,"Branché, Traditionnel",0162651204,False,False
Au Mercier,"82 Rue de la Paix, 75020 Paris",5020,48.845611,2.334326,Italien,Pizza,30-50,Moyenne gamme +,4.0,23,"Cosy, Romantique",0195854339,False,False
Au Saveurs Jacques,"92 Avenue de l'Opéra, 75017 Paris",5017,48.895557,2.331248,Indien,Nord-Indien,10-20,Bon marché,4.9,108,Branché,0115455327,True,False
Maison Cuisine Vallet,"117 Avenue de l'Opéra, 75008 Paris",5008,48.87025,2.350301,Français,Brasserie,20-30,Moyenne gamme,3.5,911,Modern,0129152071,True,False
L' Guillet,"33 Rue Saint-Honoré, 75005 Paris",5005,48.842746,2.33189,Libanais,Mezze,10-20,Bon marché,4.7,672,"Familial, Business",0195013138,False,False
Aux Dupuy,"12 Rue Saint-Honoré, 75016 Paris",5016,48.861287,2.327921,Thaïlandais,Street food,50+,Haut de gamme,4.3,134,"Romantique, Business, Convivial",0158566010,True,False
Le Restaurant Salmon,"134 Rue de Passy, 75020 Paris",5020,48.905518,2.363119,Italien,Pasta,20-30,Moyenne gamme,4.6,300,"Business, Modern",0170019303,True,True
Chez Table Maillet,"104 Rue Saint-Honoré, 75013 Paris",5013,48.814683,2.349278,Chinois,Cantonais,50+,Haut de gamme,5.0,74,"Romantique, Business",0165720443,True,True
Aux Visible,"73 Boulevard Voltaire, 75002 Paris",5002,48.861,2.346017,Japonais,Ramen,10-20,Bon marché,3.6,72,"Branché, Cosy, Modern",0114204263,False,False
Maison Cuisine Bruneau,"54 Avenue Victor Hugo, 75020 Paris",5020,48.844193,2.357053,Indien,Nord-Indien,50+,Haut de gamme,4.9,137,"Romantique, Familial",0131720532,True,True
Au Restaurant Barbier,"42 Boulevard Haussmann, 75005 Paris",5005,48.881088,2.330872,Végétarien,Vegan,30-50,Moyenne gamme +,4.7,140,"Branché, Business",0106605923,True,True
Chez Restaurant Texier,"98 Rue des Martyrs, 75003 Paris",5003,48.894233,2.317075,Italien,Trattoria,20-30,Moyenne gamme,3.9,272,Élégant,0177364872,False,True
Maison Cuisine Maréchal,"78 Boulevard Voltaire, 75011 Paris",5011,48.859161,2.303141,Végétarien,Végétarien,20-30,Moyenne gamme,4.4,34,"Cosy, Business",0147742747,False,True
Au Arbre,"55 Boulevard Saint-Germain, 75006 Paris",5006,48.898556,2.3352,Méditerranéen,Grec,20-30,Moyenne gamme,3.7,1109,"Élégant, Modern",0165029433,True,False
Maison Choix,"144 Boulevard Haussmann, 75005 Paris",5005,48.807339,2.322625,Libanais,Mezze,50+,Haut de gamme,4.1,906,Familial,0105544812,False,True
