nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,reservation_recommandee
L'Atelier Moderne des Délices,"147 boulevard de Clichy, 75016 Paris",75016,48.831402,2.287113,Caribéen,Tapas,10-20,Bon marché,3.9,276,Intime,0141883745,true
Grenier & Lemaître,"77 rue de la Pompe, 75006 Paris",75006,48.920992,2.312995,Caribéen,Bistrot,100+,Haut de gamme,3.8,715,Élégant,0110604468,true
Café Petit de Paris,"105 rue de Rivoli, 75011 Paris",75011,48.920294,2.311478,Italien,Brasserie,100+,Haut de gamme,4.7,694,Branché,0126397132,false
Lenoir & Gaillard,"133 avenue de Wagram, 75014 Paris",75014,48.917208,2.386261,Grecque,Sushi,100+,Haut de gamme,4.7,680,Familial,0189504670,true
Relais Savoureux de la Tour,"72 avenue de Clichy, 75019 Paris",75019,48.834621,2.375191,Chinois,Crêperie,10-20,Bon marché,4.3,452,Romantique,0112811142,true
Relais Parisien des Saveurs,"9 rue Réaumur, 75015 Paris",75015,48.832181,2.2649,Français,Ramen,30-50,Moyenne gamme,4.5,385,Calme,0112149399,true
Fournier & Lucas,"71 avenue de la République, 75005 Paris",75005,48.9472,2.341829,Fruits de mer,Espagnol,20-30,Moyenne gamme,4.9,633,Moderne,0140771725,false
Roussel & Lefort,"91 rue du Faubourg Saint-Antoine, 75015 Paris",75015,48.91622,2.337202,Végan,,20-30,Moyenne gamme,4.5,28,Romantique,0130649066,true
Brasserie Royal des Délices,"117 rue Caulaincourt, 75005 Paris",75005,48.832202,2.341508,Végétarien,,100+,Haut de gamme,3.3,209,Vue panoramique,0154502929,true
Barbier & Durand,"30 rue de Passy, 75003 Paris",75003,48.875517,2.390902,Mexicain,Fruits de mer,20-30,Moyenne gamme,4.2,789,Moderne,0148237956,false
L'Atelier Moderne du Coin,"89 rue Saint-Honoré, 75009 Paris",75009,48.96491,2.390392,Vietnamien,Brasserie,50-100,Haut de gamme,3.7,293,Festif,0148686232,true
Robert & Robert,"5 boulevard de Magenta, 75006 Paris",75006,48.914289,2.31121,Méditerranéen,Végan,50-100,Haut de gamme,4.7,215,Élégant,0163482071,true
Maison Délicieux du Marché,"32 rue du Commerce, 75006 Paris",75006,48.945979,2.352323,Français,Végétarien,10-20,Bon marché,3.1,397,Calme,0184971511,false
L'Assiette Impérial de la Tour,"144 rue Vaugirard, 75008 Paris",75008,48.832215,2.303449,Marocain,Bistrot,10-20,Bon marché,3.9,496,Branché,0178693286,true
Bistrot Gourmand du Coin,"73 boulevard de la Villette, 75007 Paris",75007,48.846659,2.284831,Méditerranéen,Fruits de mer,30-50,Moyenne gamme,4.0,617,Convivial,0138114992,true
La Grand des Gourmets,"56 rue Vaugirard, 75013 Paris",75013,48.948511,2.282642,Tapas,Libanais,20-30,Moyenne gamme,3.8,998,Décontracté,0141536322,true
Café Gourmand du Chef,"115 rue Vaugirard, 75018 Paris",75018,48.887473,2.284142,Vietnamien,Burger,10-20,Bon marché,4.9,967,Traditionnel,0147495986,true
Jacquet & Delattre,"52 rue Daguerre, 75016 Paris",75016,48.968253,2.316711,Grecque,Gastronomique,10-20,Bon marché,3.2,858,Historique,0168211779,false
Ollivier & Jacquot,"78 rue Montorgueil, 75010 Paris",75010,48.817053,2.289757,Brasserie,Américain,20-30,Moyenne gamme,3.2,33,Festif,0149415220,true
Leclerc & Meunier,"139 place Vendôme, 75017 Paris",75017,48.935644,2.409345,Crêperie,Japonais,100+,Haut de gamme,3.3,613,Élégant,0125696585,false
Dupuy & Barbe,"135 rue de la Convention, 75005 Paris",75005,48.840309,2.416825,Grecque,,50-100,Haut de gamme,3.2,677,Familial,0118786212,true
Lebreton & Bouchet,"137 rue de Passy, 75003 Paris",75003,48.805798,2.272307,Végan,Américain,10-20,Bon marché,4.4,451,Authentique,0112394894,true
Roger & Bourdon,"77 boulevard de Magenta, 75014 Paris",75014,48.897597,2.291314,Bistrot,Vietnamien,10-20,Bon marché,4.3,276,Authentique,0165312182,false
Au Délicieux des Saveurs,"84 rue Oberkampf, 75004 Paris",75004,48.834239,2.368073,Américain,Ramen,10-20,Bon marché,4.7,302,Décontracté,0178685090,true
Auberge Petit du Chef,"113 rue de Belleville, 75003 Paris",75003,48.949708,2.300705,Grecque,Pizza,10-20,Bon marché,4.9,535,Intime,0161872010,true
L'Assiette Nouveau de la Tour,"88 rue de Buci, 75019 Paris",75019,48.928447,2.378446,Méditerranéen,Fruits de mer,20-30,Moyenne gamme,3.2,380,Convivial,0122205671,false
Didier & Raymond,"114 avenue de la République, 75017 Paris",75017,48.822703,2.338743,Thaïlandais,Brasserie,100+,Haut de gamme,3.3,563,Familial,0159408958,false
Blanc & Techer,"48 rue de Belleville, 75016 Paris",75016,48.815907,2.374671,Japonais,Crêperie,100+,Haut de gamme,4.6,345,Familial,0178473745,false
Aux Royal des Délices,"44 boulevard Voltaire, 75004 Paris",75004,48.854517,2.369405,Mexicain,,50-100,Haut de gamme,3.1,686,Festif,0146413632,true
Lemaire,"132 rue de Ménilmontant, 75004 Paris",75004,48.969911,2.277312,Crêperie,,10-20,Bon marché,4.7,607,Traditionnel,0116799820,true
Étienne & Samson,"150 rue des Rosiers, 75012 Paris",75012,48.95113,2.350712,Italien,Gastronomique,30-50,Moyenne gamme,3.1,839,Animé,0146903756,true
Le Impérial de la Tour,"108 boulevard Haussmann, 75015 Paris",75015,48.937939,2.251474,Thaïlandais,Sushi,50-100,Haut de gamme,4.1,49,Cosy,0176722251,true
Gimenez & Guillou,"49 rue Daguerre, 75002 Paris",75002,48.930649,2.312186,Chinois,Tapas,100+,Haut de gamme,4.9,178,Terrasse,0129973959,true
Vasseur & Barthelemy,"74 rue Mouffetard, 75007 Paris",75007,48.933014,2.382759,Africain,Brasserie,100+,Haut de gamme,4.4,666,Moderne,0168575430,true
L'Assiette Vieux des Gourmets,"2 rue de la Paix, 75004 Paris",75004,48.82836,2.264253,Ramen,Américain,100+,Haut de gamme,3.5,118,Intime,0197742927,true
Le Traditionnel des Gourmets,"139 avenue Parmentier, 75011 Paris",75011,48.804146,2.373062,Bistrot,Vietnamien,100+,Haut de gamme,4.6,873,Calme,0153602244,false
Leclercq & Marie,"138 boulevard Voltaire, 75005 Paris",75005,48.850428,2.40857,Brasserie,,30-50,Moyenne gamme,4.0,26,Historique,0142869552,true
Café Parisien des Délices,"119 avenue des Champs-Élysées, 75003 Paris",75003,48.967556,2.306481,Vietnamien,Sushi,50-100,Haut de gamme,3.5,893,Festif,0148249165,true
Mahe & Schmitt,"63 rue Mouffetard, 75010 Paris",75010,48.887079,2.360596,Burger,,30-50,Moyenne gamme,3.0,559,Intime,0121242669,true
Relais Traditionnel des Gourmets,"136 place Vendôme, 75006 Paris",75006,48.846296,2.313705,Végétarien,Grecque,10-20,Bon marché,3.7,599,Animé,0128921883,true
Leroux & Leconte,"53 boulevard de la Villette, 75017 Paris",75017,48.815924,2.336092,Grecque,Fruits de mer,100+,Haut de gamme,3.9,412,Branché,0199896662,false
L'Assiette Moderne du Palais,"86 rue de Ménilmontant, 75001 Paris",75001,48.887103,2.358906,Espagnol,Végétarien,100+,Haut de gamme,3.6,579,Décontracté,0150774428,true
Marchal & Jacquet,"13 avenue Montaigne, 75012 Paris",75012,48.945281,2.291313,Burger,Africain,10-20,Bon marché,3.2,717,Terrasse,0185169787,true
Lacroix & Gay,"119 boulevard Voltaire, 75016 Paris",75016,48.874658,2.319459,Américain,,10-20,Bon marché,4.0,178,Décontracté,0177632186,false
Cuisine Gourmand des Délices,"41 rue de Bretagne, 75020 Paris",75020,48.939101,2.336104,Sushi,Indien,100+,Haut de gamme,3.4,893,Moderne,0123998969,false
Maison Royal des Saveurs,"131 boulevard de Magenta, 75020 Paris",75020,48.880776,2.278951,Africain,Brasserie,20-30,Moyenne gamme,4.4,134,Intime,0146259056,true
Daniel & Chauvet,"110 avenue de Wagram, 75011 Paris",75011,48.964488,2.288899,Végan,Vietnamien,100+,Haut de gamme,4.2,244,Branché,0144351786,false
L'Assiette Grand du Coin,"93 boulevard de Magenta, 75008 Paris",75008,48.807559,2.334905,Africain,,50-100,Haut de gamme,4.5,387,Traditionnel,0179363995,false
Relais Impérial des Saveurs,"85 avenue de la République, 75014 Paris",75014,48.859607,2.313981,Méditerranéen,Sushi,50-100,Haut de gamme,4.3,897,Élégant,0148961588,true
Traore & Roux,"67 avenue de la République, 75019 Paris",75019,48.801343,2.334768,Italien,,30-50,Moyenne gamme,3.6,75,Intime,0190171164,true
Tanguy & Schmitt,"60 rue de la Roquette, 75017 Paris",75017,48.843655,2.316902,Thaïlandais,,30-50,Moyenne gamme,4.1,995,Historique,0187344713,false
Leroy & Vallée,"5 boulevard de Grenelle, 75017 Paris",75017,48.865887,2.259601,Espagnol,,20-30,Moyenne gamme,4.6,793,Branché,0145182474,true
Table Gourmand de la Tour,"103 boulevard Barbès, 75001 Paris",75001,48.801576,2.256185,Crêperie,,30-50,Moyenne gamme,4.8,10,Intime,0114921778,true
Aux Petit de Paris,"32 rue de Belleville, 75020 Paris",75020,48.961721,2.375084,Coréen,,100+,Haut de gamme,4.0,14,Familial,0184164930,true
Mace & Hebert,"58 rue de Bretagne, 75009 Paris",75009,48.944055,2.274032,Mexicain,Tapas,30-50,Moyenne gamme,4.5,730,Historique,0185974728,false
L'Assiette Impérial du Coin,"84 rue Mouffetard, 75001 Paris",75001,48.946035,2.284373,Grecque,,20-30,Moyenne gamme,3.7,231,Élégant,0156632592,false
Allain & Delorme,"11 rue Oberkampf, 75011 Paris",75011,48.887479,2.365471,Méditerranéen,Végan,50-100,Haut de gamme,4.8,443,Élégant,0124469951,false
Café Gourmand des Délices,"44 boulevard de Magenta, 75013 Paris",75013,48.857001,2.327393,Japonais,,30-50,Moyenne gamme,4.3,973,Intime,0152941321,false
Le Moderne de Paris,"125 rue du Faubourg Saint-Antoine, 75008 Paris",75008,48.857653,2.32606,Japonais,Fruits de mer,100+,Haut de gamme,4.3,726,Branché,0139257676,true
Masson & Germain,"4 rue de Belleville, 75010 Paris",75010,48.898933,2.345168,Coréen,Street food,100+,Haut de gamme,4.8,677,Traditionnel,0145108011,false
Legrand & Georges,"58 rue Saint-Maur, 75018 Paris",75018,48.832396,2.342917,Pizza,Vietnamien,30-50,Moyenne gamme,3.5,643,Historique,0111675350,true
Table Petit des Délices,"145 rue de Turbigo, 75016 Paris",75016,48.968809,2.408077,Pizza,,100+,Haut de gamme,3.3,519,Convivial,0129813066,true
Rodrigues & Fabre,"135 boulevard Saint-Germain, 75015 Paris",75015,48.837237,2.416211,Japonais,Crêperie,10-20,Bon marché,4.4,121,Moderne,0165843084,false
Besson & Dufour,"64 rue de Ménilmontant, 75013 Paris",75013,48.889777,2.328052,Thaïlandais,,100+,Haut de gamme,3.6,671,Branché,0123914357,true
Brasserie Délicieux de Paris,"32 rue du Cherche-Midi, 75006 Paris",75006,48.808888,2.307962,Japonais,,50-100,Haut de gamme,4.5,839,Romantique,0193141335,true
Fouquet & Leclercq,"84 boulevard Haussmann, 75015 Paris",75015,48.967655,2.372002,Africain,Fruits de mer,30-50,Moyenne gamme,4.2,826,Historique,0199744064,false
Rodriguez & David,"43 rue de la Gaîté, 75001 Paris",75001,48.868472,2.323717,Chinois,Gastronomique,50-100,Haut de gamme,4.6,138,Cosy,0172962697,false
Jacquot & Colas,"109 rue du Commerce, 75017 Paris",75017,48.82209,2.319345,Pizza,,100+,Haut de gamme,4.0,304,Calme,0121673435,false
Masson & Turpin,"73 rue de Buci, 75011 Paris",75011,48.808877,2.388097,Tapas,Marocain,20-30,Moyenne gamme,4.0,510,Traditionnel,0199414727,false
La Moderne des Gourmets,"2 avenue de Wagram, 75002 Paris",75002,48.949635,2.315279,Marocain,,30-50,Moyenne gamme,3.7,210,Authentique,0139571187,true
Humbert & Picard,"18 rue de la Gaîté, 75012 Paris",75012,48.837008,2.377555,Américain,Gastronomique,20-30,Moyenne gamme,4.8,192,Convivial,0167141728,true
Diaz,"42 rue Cler, 75015 Paris",75015,48.910256,2.271584,Français,,50-100,Haut de gamme,4.6,439,Vue panoramique,0110679961,true
Maison Délicieux de Paris,"23 rue Caulaincourt, 75014 Paris",75014,48.876506,2.414248,Végétarien,Indien,20-30,Moyenne gamme,5.0,908,Cosy,0193315827,true
Reynaud & Pinto,"127 avenue de l'Opéra, 75013 Paris",75013,48.823937,2.304214,Crêperie,Brésilien,30-50,Moyenne gamme,4.3,592,Traditionnel,0139422653,true
Garcia,"94 rue Saint-Honoré, 75003 Paris",75003,48.825963,2.275617,Américain,Crêperie,10-20,Bon marché,4.4,443,Intime,0137423153,true
Guyon & Hoarau,"1 rue des Martyrs, 75019 Paris",75019,48.833602,2.285205,Mexicain,,10-20,Bon marché,4.6,477,Vue panoramique,0198918067,false
Table Gourmand de Paris,"22 rue de la Paix, 75020 Paris",75020,48.968634,2.362019,Grecque,,10-20,Bon marché,3.3,540,Vue panoramique,0164929354,true
Restaurant Moderne des Saveurs,"28 avenue de la République, 75015 Paris",75015,48.932088,2.399093,Américain,Gastronomique,100+,Haut de gamme,3.3,251,Intime,0154259554,true
Louis & Maury,"109 boulevard de Grenelle, 75008 Paris",75008,48.918346,2.323197,Caribéen,,30-50,Moyenne gamme,4.1,14,Convivial,0121327226,false
Chez Grand de la Seine,"112 rue de la Pompe, 75008 Paris",75008,48.903258,2.399802,Végan,,10-20,Bon marché,3.1,938,Convivial,0144795753,true
Brasserie Savoureux du Palais,"99 boulevard Voltaire, 75013 Paris",75013,48.817406,2.362802,Américain,Crêperie,100+,Haut de gamme,3.2,126,Moderne,0150318366,false
Relais Traditionnel de Paris,"124 rue Lepic, 75011 Paris",75011,48.966155,2.260044,Tapas,,100+,Haut de gamme,4.0,912,Historique,0171663024,true
Costa & Guillot,"122 rue Mouffetard, 75018 Paris",75018,48.940629,2.284169,Tapas,Marocain,50-100,Haut de gamme,3.3,599,Intime,0164236078,false
Perez & Pascal,"81 avenue des Champs-Élysées, 75004 Paris",75004,48.921629,2.309918,Chinois,,10-20,Bon marché,4.8,183,Historique,0113974060,false
Chrétien & Richard,"102 rue Saint-Honoré, 75002 Paris",75002,48.881971,2.412551,Indien,,20-30,Moyenne gamme,3.4,926,Historique,0154493551,true
Jacquot & Foucher,"142 rue de la Roquette, 75015 Paris",75015,48.838493,2.370804,Coréen,,30-50,Moyenne gamme,4.1,92,Moderne,0148435512,false
Maison Parisien de la Place,"145 rue Oberkampf, 75009 Paris",75009,48.93671,2.410444,Brasserie,Thaïlandais,100+,Haut de gamme,4.1,378,Terrasse,0151485296,false
Cordier & Carpentier,"48 avenue des Champs-Élysées, 75009 Paris",75009,48.849242,2.349776,Africain,,20-30,Moyenne gamme,4.2,283,Décontracté,0144257750,false
Pelletier,"127 rue de Passy, 75005 Paris",75005,48.879692,2.289316,Africain,,100+,Haut de gamme,3.4,858,Animé,0190161396,false
Durand & Voisin,"7 rue Cler, 75013 Paris",75013,48.962106,2.305893,Libanais,Fruits de mer,30-50,Moyenne gamme,4.0,872,Branché,0156677239,false
Laroche & Schneider,"59 rue Saint-Maur, 75015 Paris",75015,48.827174,2.34944,Coréen,Végétarien,20-30,Moyenne gamme,3.8,842,Convivial,0145408862,false
Jacques & Masse,"150 rue Saint-Honoré, 75019 Paris",75019,48.854674,2.351063,Chinois,Burger,10-20,Bon marché,3.1,208,Romantique,0190575849,true
L'Atelier Traditionnel du Palais,"26 rue Réaumur, 75013 Paris",75013,48.850064,2.391117,Fruits de mer,Mexicain,50-100,Haut de gamme,3.5,99,Branché,0111857426,true
Lebon & Gonzalez,"25 rue Saint-Honoré, 75007 Paris",75007,48.869288,2.268367,Libanais,Tapas,30-50,Moyenne gamme,4.0,667,Familial,0123577987,false
Lemaître & Toussaint,"90 rue des Martyrs, 75014 Paris",75014,48.951997,2.345708,Français,Bistrot,50-100,Haut de gamme,4.2,57,Animé,0127929666,false
Barthelemy & Fischer,"46 avenue Parmentier, 75001 Paris",75001,48.913541,2.314257,Marocain,Pizza,10-20,Bon marché,4.7,568,Animé,0185971994,true
Aux Vieux de la Place,"3 rue de Bretagne, 75009 Paris",75009,48.816826,2.343033,Espagnol,Street food,20-30,Moyenne gamme,3.5,698,Romantique,0167457577,true
Blot & Le Roux,"120 rue Cler, 75001 Paris",75001,48.949406,2.258443,Japonais,,100+,Haut de gamme,3.0,287,Historique,0138452769,true
Chez Délicieux de Paris,"119 rue Daguerre, 75018 Paris",75018,48.890818,2.295189,Street food,Indien,20-30,Moyenne gamme,3.0,427,Vue panoramique,0171416245,true
Rocher,"147 boulevard de la Villette, 75002 Paris",75002,48.968528,2.378609,Coréen,,50-100,Haut de gamme,3.7,118,Intime,0118694372,true
Guillaume & Pottier,"101 boulevard de la Villette, 75014 Paris",75014,48.845267,2.335889,Africain,Tapas,30-50,Moyenne gamme,4.3,940,Festif,0193103740,true
Legendre,"27 rue de Turbigo, 75005 Paris",75005,48.913128,2.419451,Coréen,Street food,50-100,Haut de gamme,3.1,47,Authentique,0156987453,true
Marchal & Roux,"97 rue des Rosiers, 75009 Paris",75009,48.958793,2.325628,Espagnol,Sushi,50-100,Haut de gamme,3.1,260,Vue panoramique,0138146525,false
Masson & Jacob,"16 rue de Passy, 75004 Paris",75004,48.865381,2.349525,Méditerranéen,,10-20,Bon marché,4.9,666,Branché,0180699618,true
Fournier & Poulain,"71 rue Mouffetard, 75002 Paris",75002,48.858273,2.419483,Tapas,Africain,30-50,Moyenne gamme,3.4,483,Cosy,0168951834,true
L'Assiette Gourmand de la Tour,"137 avenue Parmentier, 75008 Paris",75008,48.96435,2.260126,Végan,,30-50,Moyenne gamme,4.8,622,Romantique,0174759071,false
Gimenez & Noël,"12 rue des Martyrs, 75011 Paris",75011,48.869909,2.35747,Burger,Japonais,10-20,Bon marché,4.9,185,Décontracté,0114193882,true
Chrétien & Blin,"63 rue des Rosiers, 75005 Paris",75005,48.845498,2.256939,Espagnol,Végétarien,10-20,Bon marché,3.3,218,Décontracté,0179985130,true
Vallet & Samson,"12 avenue des Champs-Élysées, 75013 Paris",75013,48.829731,2.318181,Africain,Fruits de mer,30-50,Moyenne gamme,3.9,454,Romantique,0191318511,false
Aux Petit du Coin,"44 rue de la Convention, 75020 Paris",75020,48.883257,2.303774,Caribéen,Tapas,100+,Haut de gamme,4.0,895,Festif,0137837734,false
Lebrun & Benard,"69 rue de la Paix, 75003 Paris",75003,48.856401,2.355866,Bistrot,Italien,100+,Haut de gamme,3.7,309,Animé,0128921162,false
Bistrot Royal Gourmand,"137 avenue Montaigne, 75015 Paris",75015,48.942718,2.273065,Coréen,Crêperie,30-50,Moyenne gamme,3.7,253,Traditionnel,0195815244,true
Gaudin & Bazin,"98 rue Saint-Honoré, 75014 Paris",75014,48.850854,2.274619,Vietnamien,Végétarien,100+,Haut de gamme,3.1,695,Authentique,0137973491,true
Au Bon du Chef,"16 avenue de Wagram, 75006 Paris",75006,48.893207,2.330802,Méditerranéen,Tapas,100+,Haut de gamme,4.2,22,Authentique,0158244125,false
Briand & Baron,"59 avenue de la République, 75020 Paris",75020,48.817438,2.331137,Italien,Fruits de mer,20-30,Moyenne gamme,3.0,172,Vue panoramique,0168818163,false
Andre,"126 avenue des Champs-Élysées, 75006 Paris",75006,48.802015,2.265176,Français,,20-30,Moyenne gamme,4.0,197,Familial,0116119514,true
La Impérial du Chef,"144 rue des Martyrs, 75004 Paris",75004,48.943245,2.322328,Végétarien,Caribéen,100+,Haut de gamme,4.0,117,Festif,0124472369,false
Charrier & Laine,"46 rue Daguerre, 75005 Paris",75005,48.965404,2.279746,Vietnamien,Burger,100+,Haut de gamme,4.0,594,Historique,0184215094,true
L'Atelier Vieux de la Place,"134 rue Lepic, 75016 Paris",75016,48.956978,2.316617,Vietnamien,,50-100,Haut de gamme,3.7,270,Terrasse,0137334329,false
Aux Impérial de la Tour,"131 rue de la Roquette, 75005 Paris",75005,48.810299,2.325041,Français,,10-20,Bon marché,3.0,773,Moderne,0138221518,true
Rossi & Potier,"12 boulevard de Clichy, 75008 Paris",75008,48.93167,2.334977,Américain,Street food,20-30,Moyenne gamme,4.9,42,Convivial,0111574432,true
Chez Authentique Gourmand,"65 avenue Montaigne, 75018 Paris",75018,48.898604,2.361003,Chinois,Tapas,30-50,Moyenne gamme,3.9,902,Calme,0182831151,true
Sauvage & Legendre,"39 rue Vaugirard, 75016 Paris",75016,48.833793,2.316965,Mexicain,Végan,100+,Haut de gamme,4.5,443,Élégant,0181335924,false
Table Parisien du Coin,"51 rue du Temple, 75019 Paris",75019,48.916624,2.264751,Espagnol,Crêperie,30-50,Moyenne gamme,3.5,956,Romantique,0152504490,true
François & Roche,"6 rue de Rivoli, 75013 Paris",75013,48.880231,2.414179,Ramen,,20-30,Moyenne gamme,3.9,868,Vue panoramique,0122158148,true
Albert & Fernandez,"127 rue Saint-Maur, 75017 Paris",75017,48.893935,2.352814,Gastronomique,Libanais,100+,Haut de gamme,3.8,972,Moderne,0137393589,false
Baron,"57 rue Saint-Maur, 75011 Paris",75011,48.966093,2.26291,Végan,,20-30,Moyenne gamme,3.1,374,Élégant,0118487452,false
Aux Parisien du Palais,"33 rue Montorgueil, 75019 Paris",75019,48.956436,2.361872,Sushi,Espagnol,10-20,Bon marché,3.6,472,Décontracté,0164935748,true
Fernandes & Martins,"1 rue Oberkampf, 75019 Paris",75019,48.827123,2.301732,Américain,,10-20,Bon marché,3.2,10,Cosy,0112724895,true
Le Moderne Gourmand,"4 rue de Passy, 75004 Paris",75004,48.818861,2.404579,Méditerranéen,Crêperie,50-100,Haut de gamme,4.1,995,Familial,0141906923,true
Reynaud & Perrot,"20 boulevard Saint-Germain, 75002 Paris",75002,48.899293,2.371068,Coréen,,10-20,Bon marché,3.9,165,Historique,0189778118,false
Hebert & Gallet,"16 rue de Passy, 75019 Paris",75019,48.913174,2.353326,Thaïlandais,,100+,Haut de gamme,4.1,120,Festif,0132443370,false
Chez Délicieux Gourmand,"101 boulevard de Clichy, 75009 Paris",75009,48.910359,2.397376,Sushi,Libanais,20-30,Moyenne gamme,3.0,36,Calme,0110134996,true
Aux Nouveau de la Seine,"1 rue de Belleville, 75013 Paris",75013,48.89211,2.404948,Africain,Gastronomique,20-30,Moyenne gamme,3.1,306,Terrasse,0135987562,true
Au Grand des Gourmets,"18 rue de la Gaîté, 75002 Paris",75002,48.928322,2.401539,Indien,Brasserie,100+,Haut de gamme,4.9,325,Élégant,0162103529,true
Cuisine Moderne du Marché,"22 avenue Montaigne, 75009 Paris",75009,48.830469,2.278674,Indien,,20-30,Moyenne gamme,3.8,725,Élégant,0150637240,false
Aux Nouveau de la Place,"48 rue de la Paix, 75020 Paris",75020,48.968644,2.347386,Crêperie,,30-50,Moyenne gamme,3.0,209,Traditionnel,0139587591,false
Relais Délicieux du Palais,"148 rue du Faubourg Saint-Antoine, 75001 Paris",75001,48.813644,2.295207,Ramen,Italien,20-30,Moyenne gamme,4.0,502,Festif,0192526367,true
Delorme & Le Goff,"35 rue Réaumur, 75001 Paris",75001,48.889766,2.275024,Marocain,Crêperie,30-50,Moyenne gamme,4.6,307,Cosy,0164259221,true
Bègue & Imbert,"24 rue Saint-Maur, 75013 Paris",75013,48.880573,2.41875,Burger,,50-100,Haut de gamme,4.5,438,Élégant,0157213469,true
Bistrot Bon du Palais,"69 rue de Buci, 75002 Paris",75002,48.812652,2.274657,Pizza,,100+,Haut de gamme,4.7,714,Décontracté,0116877092,true
Laporte & Lévy,"145 avenue de Wagram, 75003 Paris",75003,48.939342,2.256355,Street food,Grecque,20-30,Moyenne gamme,4.2,321,Moderne,0128135732,false
Albert & Bailly,"27 rue Cler, 75018 Paris",75018,48.852447,2.345763,Marocain,Tapas,30-50,Moyenne gamme,4.0,676,Romantique,0119356517,false
Duhamel & Payet,"67 rue de Bretagne, 75005 Paris",75005,48.828818,2.322423,Libanais,Ramen,100+,Haut de gamme,3.4,111,Romantique,0147506860,false
Au Grand des Saveurs,"110 rue Saint-Maur, 75019 Paris",75019,48.809559,2.292005,Vietnamien,Crêperie,20-30,Moyenne gamme,3.1,284,Calme,0121928869,true
Le Petit des Gourmets,"114 rue Daguerre, 75002 Paris",75002,48.968036,2.338533,Espagnol,Brasserie,20-30,Moyenne gamme,3.7,127,Romantique,0184108435,false
Guichard & Hervé,"63 rue de Passy, 75013 Paris",75013,48.827257,2.266099,Ramen,Japonais,100+,Haut de gamme,4.1,53,Cosy,0174991071,true
L'Atelier Bon des Délices,"101 boulevard Saint-Germain, 75015 Paris",75015,48.872631,2.254511,Japonais,Ramen,50-100,Haut de gamme,3.6,384,Romantique,0172915660,false
Rousseau & Caron,"128 rue du Temple, 75019 Paris",75019,48.812169,2.400621,Italien,Tapas,20-30,Moyenne gamme,4.1,721,Intime,0183669679,true
Aux Grand de Paris,"125 rue de la Paix, 75011 Paris",75011,48.833787,2.336687,Mexicain,Street food,50-100,Haut de gamme,3.2,842,Traditionnel,0195708468,false
Jacquet & Pineau,"69 avenue de Clichy, 75003 Paris",75003,48.926853,2.306116,Espagnol,,20-30,Moyenne gamme,4.2,373,Traditionnel,0190179094,true
Les Maurice,"30 rue Vaugirard, 75019 Paris",75019,48.940756,2.323643,Sushi,,100+,Haut de gamme,3.5,212,Terrasse,0194431527,false
Renard & Mendès,"143 boulevard de la Villette, 75007 Paris",75007,48.820374,2.306414,Coréen,Végétarien,10-20,Bon marché,3.5,888,Festif,0175884470,true
Aux Grand des Gourmets,"136 rue du Faubourg Saint-Antoine, 75014 Paris",75014,48.821321,2.271889,Marocain,,10-20,Bon marché,4.1,795,Authentique,0128601271,true
Neveu & Jacquot,"146 rue de Belleville, 75019 Paris",75019,48.865455,2.280877,Américain,,10-20,Bon marché,4.6,782,Cosy,0176897683,false
Martineau & Brunet,"116 boulevard de Clichy, 75002 Paris",75002,48.900382,2.412038,Grecque,Ramen,10-20,Bon marché,3.1,178,Décontracté,0184537213,true
Les Renard,"96 rue de Buci, 75009 Paris",75009,48.860894,2.257525,Coréen,Street food,100+,Haut de gamme,4.0,496,Calme,0163808825,false
Dupont & Prévost,"114 rue Didot, 75009 Paris",75009,48.814933,2.344103,Mexicain,,50-100,Haut de gamme,4.7,650,Animé,0148974825,false
Guilbert & Neveu,"21 rue Saint-Maur, 75005 Paris",75005,48.951793,2.401359,Tapas,Brésilien,30-50,Moyenne gamme,5.0,679,Familial,0183596810,false
Chartier & Prévost,"131 boulevard de Magenta, 75020 Paris",75020,48.816282,2.323595,Japonais,Brasserie,20-30,Moyenne gamme,3.4,356,Décontracté,0181782355,false
Barre & Caron,"26 rue de Bretagne, 75001 Paris",75001,48.860341,2.381624,Marocain,,100+,Haut de gamme,4.6,886,Authentique,0112443818,true
Maison Royal des Délices,"63 avenue Montaigne, 75017 Paris",75017,48.819665,2.378594,Brésilien,Ramen,10-20,Bon marché,3.1,484,Festif,0143988879,false
Table Petit de la Seine,"81 rue de Buci, 75001 Paris",75001,48.810116,2.325563,Indien,,50-100,Haut de gamme,5.0,575,Vue panoramique,0184766278,false
Rivière & Laurent,"46 rue de Passy, 75002 Paris",75002,48.863138,2.359799,Américain,,20-30,Moyenne gamme,4.8,942,Historique,0196495741,true
Didier & Lecoq,"15 rue de Bretagne, 75013 Paris",75013,48.838179,2.258686,Caribéen,,10-20,Bon marché,3.6,470,Intime,0181789637,true
Albert & Julien,"99 rue de Passy, 75002 Paris",75002,48.887742,2.390783,Africain,,30-50,Moyenne gamme,3.1,578,Traditionnel,0196662010,false
Rémy & Jourdan,"115 rue Cler, 75008 Paris",75008,48.842404,2.268539,Italien,,10-20,Bon marché,4.4,648,Moderne,0155836955,false
